Parcel Number,Photo,Address,Style,Year Built,Total SF,Lot Area,Appraised Value,Url
10.04.177.005,https://photos.camavision.com/8f3f0aa78784986b6f062b8de698b148/70,"
            814 2ND ST SW, INDEPENDENCE
                      ",1 Story Frame,1958,1531,"$120,500","$120,500",https://buchanan.iowaassessors.com/results.php?page=20&history=-20&ts=1688576139
10.04.180.001,https://photos.camavision.com/852b8b9cd2dae0f435b7905ab31c9aec/70,"
            815 2ND ST SW, INDEPENDENCE
                      ",2 Story Frame,1890,978,"$88,720","$88,720",https://buchanan.iowaassessors.com/results.php?page=20&history=-20&ts=1688576139
14.16.200.008,https://photos.camavision.com/86accf3108cac7b12e7d07eaeb48caa7/70,"
            1950 300TH ST, ROWLEY 
                      ",2 Story Frame,1880,2036,"$192,020","$192,020",https://buchanan.iowaassessors.com/results.php?page=20&history=-20&ts=1688576139
15.08.400.003,https://photos.camavision.com/10f1e09a92c418524f5c885982f3afcf/70,"
            2409 300TH ST, ROWLEY 
                      ",2 Story Frame,1926,1440,"$156,590","$156,590",https://buchanan.iowaassessors.com/results.php?page=20&history=-20&ts=1688576139
14.16.200.009,https://photos.camavision.com/e6236c6e05f29a06ee2c43a97abcfa22/70,"
            1929 305TH ST, ROWLEY 
                      ",Mfd Home (Single),2000,648,"$65,860","$65,860",https://buchanan.iowaassessors.com/results.php?page=20&history=-20&ts=1688576139
14.16.200.010,https://photos.camavision.com/6c2467b5940c806d336a79bfddd61c55/70,"
            1933 305TH ST, ROWLEY 
                      ",Split Foyer Frame,1977,1568,"$229,090","$229,090",https://buchanan.iowaassessors.com/results.php?page=20&history=-20&ts=1688576139
13.21.200.001,https://photos.camavision.com/86d2fee35e32e2bfadf071ea6adbf5c6/70,"
            1344 310TH ST,  BRANDON 
                      ",1 Story Frame,1947,1456,"$157,040","$157,040",https://buchanan.iowaassessors.com/results.php?page=20&history=-20&ts=1688576139
13.16.400.006,https://photos.camavision.com/f245a2a4dbb5238e17639b0c86b6a16a/70,"
            1345 310TH ST,  BRANDON 
                      ",2 Story Frame,1890,1489,"$261,750","$261,750",https://buchanan.iowaassessors.com/results.php?page=20&history=-20&ts=1688576139
14.23.100.005,https://photos.camavision.com/32660d8592e17fb1c9e0e7fa170b1143/70,"
            2086 310TH ST,  ROWLEY 
                      ",1 Story Frame,1998,2448,"$432,770","$432,770",https://buchanan.iowaassessors.com/results.php?page=20&history=-20&ts=1688576139
15.20.100.003,https://photos.camavision.com/fa297130ba704badbfd8dff2947ad443/70,"
            2394 310TH ST,  ROWLEY 
                      ",2 Story Frame,1890,1872,"$164,170","$164,170",https://buchanan.iowaassessors.com/results.php?page=20&history=-20&ts=1688576139
14.26.100.007,https://photos.camavision.com/8c861920d323cec6c317931362351e29/70,"
            2100 320TH ST,  ROWLEY 
                      ",2 Story Frame,1880,2016,"$182,050","$182,050",https://buchanan.iowaassessors.com/results.php?page=20&history=-20&ts=1688576139
13.35.100.001,https://photos.camavision.com/6548f0a0931cd8e3fa4482712e863628/70,"
            1490 330TH ST,  BRANDON 
                      ",1 Story Frame,1947,1486,"$143,660","$143,660",https://buchanan.iowaassessors.com/results.php?page=20&history=-20&ts=1688576139
14.33.100.009,https://photos.camavision.com/8dc9489fc5739883661579ddf5f2e2dc/70,"
            1878 330TH ST,  ROWLEY 
                      ",2 Story Frame,1880,3976,"$537,670","$537,670",https://buchanan.iowaassessors.com/results.php?page=21&history=-21&ts=1688576139
13.25.300.010,https://photos.camavision.com/6159228b1fea59c1b12afeb836ab8d9a/70,"
            1615 330TH ST, BRANDON 
                      ",1 Story Frame,2002,1092,"$231,670","$231,670",https://buchanan.iowaassessors.com/results.php?page=21&history=-21&ts=1688576139
06.34.458.019,https://photos.camavision.com/ce0fdae860679f31c2894b3fa5281819/70,"
            201 3RD AVE NE, INDEPENDENCE
                      ",2 Story Frame,1930,1818,"$186,330","$186,330",https://buchanan.iowaassessors.com/results.php?page=21&history=-21&ts=1688576139
06.34.458.017,https://photos.camavision.com/30eba3c28bedd2fe3242521d3fefa12a/70,"
            205 3RD AVE NE, INDEPENDENCE
                      ",1 1/2 Story Frame,1874,2011,"$124,090","$124,090",https://buchanan.iowaassessors.com/results.php?page=21&history=-21&ts=1688576139
06.34.458.013,https://photos.camavision.com/c8760c1496192ab663db1ca802d14721/70,"
            211 3RD AVE NE, INDEPENDENCE
                      ",2 Story Frame,1905,1528,"$136,260","$136,260",https://buchanan.iowaassessors.com/results.php?page=21&history=-21&ts=1688576139
06.34.459.001,https://photos.camavision.com/10bc9c09035821ff103c34c3cc1acc5a/70,"
            218 3RD AVE NE, INDEPENDENCE
                      ",2 Story Frame,1914,1456,"$186,770","$186,770",https://buchanan.iowaassessors.com/results.php?page=21&history=-21&ts=1688576139
06.34.452.008,https://photos.camavision.com/d29c4c2b388e4e57e9977fe0394caab1/70,"
            405 3RD AVE NE, INDEPENDENCE
                      ",2 Story Frame,1880,4162,"$212,790","$212,790",https://buchanan.iowaassessors.com/results.php?page=21&history=-21&ts=1688576139
06.34.415.005,https://photos.camavision.com/e27ec817c7fe18ae315983022bd5fd3d/70,"
            500 3RD AVE NE, INDEPENDENCE
                      ",2 Story Frame,1880,1840,"$160,950","$160,950",https://buchanan.iowaassessors.com/results.php?page=21&history=-21&ts=1688576139
06.34.414.010,https://photos.camavision.com/bfab1d33cc18b3d03aeb29b3ed1a5ac9/70,"
            501 3RD AVE NE, INDEPENDENCE
                      ",1 Story Frame,1900,930,"$97,800","$97,800",https://buchanan.iowaassessors.com/results.php?page=21&history=-21&ts=1688576139
06.34.415.003,https://photos.camavision.com/020d2f0ffbd1ab1ff2b3dead4dd026f6/70,"
            510 3RD AVE NE, INDEPENDENCE
                      ",2 Story Frame,1900,2118,"$91,520","$91,520",https://buchanan.iowaassessors.com/results.php?page=21&history=-21&ts=1688576139
06.34.414.007,https://photos.camavision.com/0ae0fbbfbad4af1b683a3b54768744a2/70,"
            513/515 3RD AVE NE, INDEPENDENCE
                      ",1 Story Frame,2012,871,"$291,500","$291,500",https://buchanan.iowaassessors.com/results.php?page=21&history=-21&ts=1688576139
06.34.415.001,https://photos.camavision.com/747e04e8d67ea60d303d63ef6feaebc7/70,"
            516 3RD AVE NE, INDEPENDENCE
                      ",2 Story Frame,1917,1536,"$143,630","$143,630",https://buchanan.iowaassessors.com/results.php?page=21&history=-21&ts=1688576139
06.34.410.008,https://photos.camavision.com/190286641f31e31234be21b3388085ba/70,"
            601 3RD AVE NE, INDEPENDENCE
                      ",1 Story Frame,1884,1210,"$128,550","$128,550",https://buchanan.iowaassessors.com/results.php?page=21&history=-21&ts=1688576139
06.34.410.007,https://photos.camavision.com/05160d785194122c5be5e920155919f9/70,"
            605 3RD AVE NE, INDEPENDENCE
                      ",2 Story Frame,1890,1500,"$147,200","$147,200",https://buchanan.iowaassessors.com/results.php?page=21&history=-21&ts=1688576139
06.34.410.006,https://photos.camavision.com/64b0303491a78db12f5d3424f9c08892/70,"
            611 3RD AVE NE, INDEPENDENCE
                      ",2 Story Frame,1890,2424,"$164,300","$164,300",https://buchanan.iowaassessors.com/results.php?page=21&history=-21&ts=1688576139
06.34.410.005,https://photos.camavision.com/22fd19d1445906f44b9c17ed7bc922f8/70,"
            613 3RD AVE NE, INDEPENDENCE
                      ",2 Story Frame,1900,880,"$79,720","$79,720",https://buchanan.iowaassessors.com/results.php?page=21&history=-21&ts=1688576139
06.34.410.004,https://photos.camavision.com/1e3ea529060d66f3874a69f9287a6c43/70,"
            617 3RD AVE NE, INDEPENDENCE
                      ",2 Story Frame,1900,1602,"$116,120","$116,120",https://buchanan.iowaassessors.com/results.php?page=21&history=-21&ts=1688576139
06.34.406.007,https://photos.camavision.com/a4366f9c378579dfcff6ef1edb6d7117/70,"
            709 3RD AVE NE, INDEPENDENCE
                      ",1 Story Frame,1920,1236,"$125,440","$125,440",https://buchanan.iowaassessors.com/results.php?page=21&history=-21&ts=1688576139
06.34.407.001,https://photos.camavision.com/4da6e9d372ba5f896e3f9b9423834773/70,"
            716 3RD AVE NE, INDEPENDENCE
                      ",1 Story Frame,1925,1210,"$97,390","$97,390",https://buchanan.iowaassessors.com/results.php?page=21&history=-21&ts=1688576139
06.34.403.001,https://photos.camavision.com/8c39cd38ed9f3b426084946864f0ad8d/70,"
            802 3RD AVE NE, INDEPENDENCE
                      ",2 Story Frame,1909,1344,"$137,970","$137,970",https://buchanan.iowaassessors.com/results.php?page=21&history=-21&ts=1688576139
06.34.267.007,https://photos.camavision.com/db6cca15651d77873221e068130754a2/70,"
            805 3RD AVE NE, INDEPENDENCE
                      ",,,,"$7,900","$7,900",https://buchanan.iowaassessors.com/results.php?page=22&history=-22&ts=1688576139
06.34.268.003,https://photos.camavision.com/08e163805bfc37fbaf612d08075f6607/70,"
            806 3RD AVE NE, INDEPENDENCE
                      ",1 Story Frame,1955,1076,"$128,880","$128,880",https://buchanan.iowaassessors.com/results.php?page=22&history=-22&ts=1688576139
06.34.267.006,https://photos.camavision.com/4baffedbb7a39697a203fcf53802b782/70,"
            809 3RD AVE NE, INDEPENDENCE
                      ",2 Story Frame,1900,1296,"$90,770","$90,770",https://buchanan.iowaassessors.com/results.php?page=22&history=-22&ts=1688576139
06.34.268.001,https://photos.camavision.com/cd28db8b8110d124ef282156574a2286/70,"
            814 3RD AVE NE, INDEPENDENCE
                      ",1 Story Frame,1925,1240,"$56,400","$56,400",https://buchanan.iowaassessors.com/results.php?page=22&history=-22&ts=1688576139
06.34.387.006,https://photos.camavision.com/bea1d352e5ae81dcec90abfcf3544c41/70,"
            105 3RD AVE NW, INDEPENDENCE
                      ",1 Story Frame,1930,640,"$38,450","$38,450",https://buchanan.iowaassessors.com/results.php?page=22&history=-22&ts=1688576139
06.34.387.005,https://photos.camavision.com/0235c010e9da76d52389287bd3cbb86e/70,"
            107 3RD AVE NW, INDEPENDENCE
                      ",2 Story Frame,1900,2415,"$59,260","$59,260",https://buchanan.iowaassessors.com/results.php?page=22&history=-22&ts=1688576139
10.03.353.006,https://photos.camavision.com/20720f2dbd2f27d221dd0e5531e9e4d6/70,"
            1010 3RD AVE SE, INDEPENDENCE
                      ",1 Story Frame,1971,1889,"$239,350","$239,350",https://buchanan.iowaassessors.com/results.php?page=22&history=-22&ts=1688576139
10.04.280.010,https://photos.camavision.com/b9780cc1478951b813b22a587560f699/70,"
            207 3RD AVE SE, INDEPENDENCE
                      ",2 Story Frame,1895,2260,"$142,750","$142,750",https://buchanan.iowaassessors.com/results.php?page=22&history=-22&ts=1688576139
10.04.280.011,https://photos.camavision.com/0f2836c9287f3c3a6e3a99d74151c399/70,"
            211 3RD AVE SE, INDEPENDENCE
                      ",2 Story Frame,1870,2114,"$132,760","$132,760",https://buchanan.iowaassessors.com/results.php?page=22&history=-22&ts=1688576139
10.04.285.003,https://photos.camavision.com/6be3102bd27e2584d53d71455646db14/70,"
            304 3RD AVE SE, INDEPENDENCE
                      ",2 Story Brick,1869,3756,"$281,600","$281,600",https://buchanan.iowaassessors.com/results.php?page=22&history=-22&ts=1688576139
10.04.285.005,https://photos.camavision.com/468f919bb5f4314c3b198678bbb9ad67/70,"
            312 3RD AVE SE, INDEPENDENCE
                      ",2 Story Brick,1870,2074,"$213,770","$213,770",https://buchanan.iowaassessors.com/results.php?page=22&history=-22&ts=1688576139
10.04.285.007,https://photos.camavision.com/98cee23b3644bc102d26775e4f73ddb3/70,"
            318 3RD AVE SE, INDEPENDENCE
                      ",1 1/2 Story Frame,1870,2079,"$225,970","$225,970",https://buchanan.iowaassessors.com/results.php?page=22&history=-22&ts=1688576139
10.04.428.002,https://photos.camavision.com/0c9d40052704330a8a248fb176827ba1/70,"
            404 3RD AVE SE, INDEPENDENCE
                      ",2 Story Frame,1910,1855,"$103,720","$103,720",https://buchanan.iowaassessors.com/results.php?page=22&history=-22&ts=1688576139
10.04.427.011,https://photos.camavision.com/73ec7b9620b462293399aa20e24d3cf0/70,"
            411 3RD AVE SE, INDEPENDENCE
                      ",1 Story Frame,1900,960,"$82,820","$82,820",https://buchanan.iowaassessors.com/results.php?page=22&history=-22&ts=1688576139
10.04.428.004,https://photos.camavision.com/8268c909b03126f11e026e7db6a0c6bf/70,"
            412 3RD AVE SE, INDEPENDENCE
                      ",2 Story Frame,1870,2268,"$87,100","$87,100",https://buchanan.iowaassessors.com/results.php?page=22&history=-22&ts=1688576139
10.04.427.012,https://photos.camavision.com/21cdffd6bc10130c5c326a2a55f8d746/70,"
            415 3RD AVE SE, INDEPENDENCE
                      ",1 1/2 Story Frame,1890,1073,"$60,530","$60,530",https://buchanan.iowaassessors.com/results.php?page=22&history=-22&ts=1688576139
10.04.432.002,https://photos.camavision.com/f184177b826b15b363e7756e178962fd/70,"
            506 3RD AVE SE, INDEPENDENCE
                      ",1 1/2 Story Frame,1880,1312,"$53,480","$53,480",https://buchanan.iowaassessors.com/results.php?page=22&history=-22&ts=1688576139
10.04.431.008,https://photos.camavision.com/382cff003823f8b6be42256847618fb2/70,"
            507 3RD AVE SE, INDEPENDENCE
                      ",1 Story Frame,1926,1263,"$74,530","$74,530",https://buchanan.iowaassessors.com/results.php?page=22&history=-22&ts=1688576139
10.04.432.003,https://photos.camavision.com/7aed217d28092fef40018bc49f00dd2d/70,"
            508 3RD AVE SE, INDEPENDENCE
                      ",1 Story Frame,1950,1143,"$120,590","$120,590",https://buchanan.iowaassessors.com/results.php?page=22&history=-22&ts=1688576139
10.04.432.004,https://photos.camavision.com/f915bd127a8dc636061ca47ce4625a5b/70,"
            514 3RD AVE SE, INDEPENDENCE
                      ",2 Story Frame,1890,1328,"$88,110","$88,110",https://buchanan.iowaassessors.com/results.php?page=22&history=-22&ts=1688576139
10.04.257.005,https://photos.camavision.com/9eada29ffbce24a68af55d2144dd6e72/70,"
            201 3RD AVE SW, INDEPENDENCE
                      ",2 Story Frame,1880,1584,"$115,380","$115,380",https://buchanan.iowaassessors.com/results.php?page=23&history=-23&ts=1688576139
10.04.257.006,https://photos.camavision.com/757645615c74dc1f7656062fd06e3e96/70,"
            207 3RD AVE SW, INDEPENDENCE
                      ",2 Story Frame,1917,2232,"$168,080","$168,080",https://buchanan.iowaassessors.com/results.php?page=23&history=-23&ts=1688576139
10.04.257.007,https://photos.camavision.com/3f24303f9ea8988109db540fb9c41b6d/70,"
            215 3RD AVE SW, INDEPENDENCE
                      ",2 Story Frame,1881,4048,"$245,630","$245,630",https://buchanan.iowaassessors.com/results.php?page=23&history=-23&ts=1688576139
10.04.261.003,https://photos.camavision.com/d045a15d871b2b230afe905143acc253/70,"
            301 3RD AVE SW, INDEPENDENCE
                      ",2 Story Frame,1900,2144,"$116,200","$116,200",https://buchanan.iowaassessors.com/results.php?page=23&history=-23&ts=1688576139
10.04.262.002,https://photos.camavision.com/1306265266950b10309a040a10dd7abe/70,"
            306 3RD AVE SW, INDEPENDENCE
                      ",2 Story Frame,1905,1802,"$163,350","$163,350",https://buchanan.iowaassessors.com/results.php?page=23&history=-23&ts=1688576139
10.04.261.006,https://photos.camavision.com/ffd76216157c8b5b55c54989798e9dc2/70,"
            311 3RD AVE SW, INDEPENDENCE
                      ",1 1/2 Story Frame,1956,1850,"$179,530","$179,530",https://buchanan.iowaassessors.com/results.php?page=23&history=-23&ts=1688576139
10.04.262.004,https://photos.camavision.com/520d6309539a7b3a6e0261e1d5b4cecb/70,"
            314 3RD AVE SW, INDEPENDENCE
                      ",2 Story Frame,1880,1801,"$104,980","$104,980",https://buchanan.iowaassessors.com/results.php?page=23&history=-23&ts=1688576139
10.04.265.005,https://photos.camavision.com/c7b0bdd191f6c5e95cc843e5b41115b2/70,"
            407 3RD AVE SW, INDEPENDENCE
                      ",1 Story Frame,1930,1449,"$139,550","$139,550",https://buchanan.iowaassessors.com/results.php?page=23&history=-23&ts=1688576139
10.04.404.001,https://photos.camavision.com/b279469ae60a277a218dd63e84184e94/70,"
            502 3RD AVE SW, INDEPENDENCE
                      ",1 Story Frame,1962,1344,"$168,550","$168,550",https://buchanan.iowaassessors.com/results.php?page=23&history=-23&ts=1688576139
10.04.403.006,https://photos.camavision.com/0aa13e53fe69d7fd5d77ded15aaf9f89/70,"
            509 3RD AVE SW, INDEPENDENCE
                      ",1 Story Frame,1955,1048,"$121,820","$121,820",https://buchanan.iowaassessors.com/results.php?page=23&history=-23&ts=1688576139
10.04.404.004,https://photos.camavision.com/44f78de7475b0d04086608c7307f3e93/70,"
            510 3RD AVE SW, INDEPENDENCE
                      ",1 Story Frame,1913,864,"$68,710","$68,710",https://buchanan.iowaassessors.com/results.php?page=23&history=-23&ts=1688576139
10.04.403.007,,"
            511 3RD AVE SW, INDEPENDENCE
                      ",1 Story Frame,1925,988,"$92,030","$92,030",https://buchanan.iowaassessors.com/results.php?page=23&history=-23&ts=1688576139
10.04.404.005,https://photos.camavision.com/d7e359e59381964e35e705310cfcad6d/70,"
            514 3RD AVE SW, INDEPENDENCE
                      ",1 Story Frame,1913,864,"$82,600","$82,600",https://buchanan.iowaassessors.com/results.php?page=23&history=-23&ts=1688576139
10.04.408.008,https://photos.camavision.com/d142905f5050c9fc993b5400a21e1698/70,"
            602 3RD AVE SW, INDEPENDENCE
                      ",1 Story Frame,1960,1776,"$208,520","$208,520",https://buchanan.iowaassessors.com/results.php?page=23&history=-23&ts=1688576139
10.04.408.004,https://photos.camavision.com/c1fbd826d64ed9d588ff980bad37bf68/70,"
            608 3RD AVE SW, INDEPENDENCE
                      ",1 Story Frame,1940,1114,"$120,220","$120,220",https://buchanan.iowaassessors.com/results.php?page=23&history=-23&ts=1688576139
10.04.408.005,https://photos.camavision.com/ae83a3d65b89cc7fdd4e69bd66f31a75/70,"
            612 3RD AVE SW, INDEPENDENCE
                      ",1 Story Frame,1940,1037,"$123,230","$123,230",https://buchanan.iowaassessors.com/results.php?page=23&history=-23&ts=1688576139
10.04.412.001,https://photos.camavision.com/08231ac6c6ac8b31b761360fa131956b/70,"
            700 3RD AVE SW, INDEPENDENCE
                      ",2 Story Frame,1922,1596,"$144,960","$144,960",https://buchanan.iowaassessors.com/results.php?page=23&history=-23&ts=1688576139
10.04.412.002,https://photos.camavision.com/612c703569898b4c1a9a0676bd981439/70,"
            706 3RD AVE SW, INDEPENDENCE
                      ",1 Story Brick,1962,1053,"$133,330","$133,330",https://buchanan.iowaassessors.com/results.php?page=23&history=-23&ts=1688576139
10.04.412.005,https://photos.camavision.com/e7fe9d0f06a5e2d405051f55115b2850/70,"
            712 3RD AVE SW, INDEPENDENCE
                      ",1 Story Brick,1970,2374,"$287,470","$287,470",https://buchanan.iowaassessors.com/results.php?page=23&history=-23&ts=1688576139
10.04.416.005,https://photos.camavision.com/7a55b27a927edbc3033eb804e1551f83/70,"
            800 3RD AVE SW, INDEPENDENCE
                      ",1 1/2 Story Frame,1995,2516,"$245,220","$245,220",https://buchanan.iowaassessors.com/results.php?page=23&history=-23&ts=1688576139
10.04.415.004,https://photos.camavision.com/ade3bedbd0d0e03850c7c208bc9ffa9c/70,"
            801 3RD AVE SW, INDEPENDENCE
                      ",1 Story Frame,1974,1176,"$174,330","$174,330",https://buchanan.iowaassessors.com/results.php?page=24&history=-24&ts=1688576139
10.04.415.005,,"
            809 3RD AVE SW, INDEPENDENCE
                      ",1 Story Frame,1979,2072,"$197,050","$197,050",https://buchanan.iowaassessors.com/results.php?page=24&history=-24&ts=1688576139
10.04.415.006,https://photos.camavision.com/abe55632b3d080d0b116a4ada07510c0/70,"
            813 3RD AVE SW, INDEPENDENCE
                      ",2 Story Frame,1940,2770,"$223,410","$223,410",https://buchanan.iowaassessors.com/results.php?page=24&history=-24&ts=1688576139
06.35.359.003,https://photos.camavision.com/ead83b55484388efe3738fdbc00cafee/70,"
            1001 3RD ST NE, INDEPENDENCE
                      ",1 1/2 Story Frame,1900,1321,"$83,680","$83,680",https://buchanan.iowaassessors.com/results.php?page=24&history=-24&ts=1688576139
06.35.355.006,https://photos.camavision.com/042e338018f290e45de854dda4be4e91/70,"
            1002 3RD ST NE, INDEPENDENCE
                      ",1 Story Frame,1964,1144,"$159,650","$159,650",https://buchanan.iowaassessors.com/results.php?page=24&history=-24&ts=1688576139
06.35.359.005,https://photos.camavision.com/7daa84a014c67a9856ec9757b6bbe3e7/70,"
            1013 3RD ST NE, INDEPENDENCE
                      ",2 Story Frame,1900,2016,"$156,580","$156,580",https://buchanan.iowaassessors.com/results.php?page=24&history=-24&ts=1688576139
06.35.356.009,https://photos.camavision.com/8cd5a646d8bb58f62e5d28843ef0d47d/70,"
            1110 /1112 3RD ST NE, INDEPENDENCE
                      ",1 Story Brick,1968,884,"$129,200","$129,200",https://buchanan.iowaassessors.com/results.php?page=24&history=-24&ts=1688576139
06.35.380.008,https://photos.camavision.com/cc063fa737dfc4d57e40fb6c85f5773b/70,"
            1117 3RD ST NE, INDEPENDENCE
                      ",1 Story Frame,1951,1392,"$167,630","$167,630",https://buchanan.iowaassessors.com/results.php?page=24&history=-24&ts=1688576139
06.35.381.007,https://photos.camavision.com/941ea9ef75f144613fdd1afe0e8d65b7/70,"
            1303 3RD ST NE, INDEPENDENCE
                      ",1 Story Frame,1961,1040,"$137,730","$137,730",https://buchanan.iowaassessors.com/results.php?page=24&history=-24&ts=1688576139
06.35.376.010,https://photos.camavision.com/49cfcb7b7245819275405a1a5277655c/70,"
            1308 3RD ST NE, INDEPENDENCE
                      ",1 Story Frame,1962,2296,"$178,000","$178,000",https://buchanan.iowaassessors.com/results.php?page=24&history=-24&ts=1688576139
06.35.381.009,,"
            1313 3RD ST NE, INDEPENDENCE
                      ",1 Story Frame,1960,1035,"$130,800","$130,800",https://buchanan.iowaassessors.com/results.php?page=24&history=-24&ts=1688576139
06.35.376.011,https://photos.camavision.com/1ac59368dd4a2bf4ea29d9e0fe0ce5f0/70,"
            1314 3RD ST NE, INDEPENDENCE
                      ",Split Foyer Frame,1977,1180,"$179,610","$179,610",https://buchanan.iowaassessors.com/results.php?page=24&history=-24&ts=1688576139
06.35.377.008,https://photos.camavision.com/6b4abdd472bbc1260db19130621e01e6/70,"
            1408 3RD ST NE, INDEPENDENCE
                      ",1 Story Frame,1960,912,"$130,610","$130,610",https://buchanan.iowaassessors.com/results.php?page=24&history=-24&ts=1688576139
06.35.377.009,https://photos.camavision.com/dee024e2b0b0a39154bc1b0c0df8bd1b/70,"
            1412 3RD ST NE, INDEPENDENCE
                      ",Split Foyer Frame,1977,1345,"$226,340","$226,340",https://buchanan.iowaassessors.com/results.php?page=24&history=-24&ts=1688576139
06.35.378.004,https://photos.camavision.com/a22d717b098b3b4f0ce45df4136f2905/70,"
            1504 3RD ST NE, INDEPENDENCE
                      ",1 Story Frame,1969,1216,"$161,580","$161,580",https://buchanan.iowaassessors.com/results.php?page=24&history=-24&ts=1688576139
06.35.378.008,https://photos.camavision.com/d40830c18b17d74b2fe8effc29a7c84b/70,"
            1508 3RD ST NE, INDEPENDENCE
                      ",1 Story Frame,1968,1232,"$176,760","$176,760",https://buchanan.iowaassessors.com/results.php?page=24&history=-24&ts=1688576139
06.35.383.002,,"
            1509 3RD ST NE, INDEPENDENCE
                      ",,,,"$16,110","$16,110",https://buchanan.iowaassessors.com/results.php?page=24&history=-24&ts=1688576139
06.35.383.003,,"
            1515 3RD ST NE, INDEPENDENCE
                      ",,,,"$13,050","$13,050",https://buchanan.iowaassessors.com/results.php?page=24&history=-24&ts=1688576139
06.35.454.003,https://photos.camavision.com/72bd9e400f15d27fc0d64d4cc9f3eede/70,"
            1616 3RD ST NE, INDEPENDENCE
                      ",1 Story Frame,2004,1340,"$175,730","$175,730",https://buchanan.iowaassessors.com/results.php?page=24&history=-24&ts=1688576139
06.35.454.004,https://photos.camavision.com/7602eecfc4da4e1a22927fc675bd9355/70,"
            1618 3RD ST NE, INDEPENDENCE
                      ",1 Story Frame,2004,1210,"$172,370","$172,370",https://buchanan.iowaassessors.com/results.php?page=24&history=-24&ts=1688576139
